000000 0.250 0.250 0.250 0.250
000500 0.166 0.192 0.352 0.289
001000 0.117 0.210 0.394 0.279
001500 0.119 0.254 0.388 0.239
002000 0.148 0.292 0.358 0.203
002500 0.153 0.335 0.351 0.161
003000 0.158 0.355 0.341 0.146
003500 0.170 0.352 0.332 0.146
004000 0.212 0.363 0.300 0.125
004500 0.234 0.377 0.269 0.121
005000 0.257 0.372 0.245 0.126
005500 0.268 0.380 0.232 0.120
006000 0.270 0.340 0.240 0.151
006500 0.239 0.323 0.270 0.169
007000 0.209 0.317 0.296 0.178
007500 0.180 0.344 0.324 0.152
008000 0.208 0.356 0.290 0.147
008500 0.223 0.348 0.283 0.146
009000 0.225 0.345 0.279 0.151
009500 0.236 0.342 0.276 0.146
010000 0.231 0.347 0.271 0.150
010500 0.243 0.366 0.259 0.132
011000 0.231 0.359 0.262 0.149
011500 0.242 0.332 0.265 0.160
012000 0.221 0.342 0.290 0.146
012500 0.236 0.326 0.272 0.166
013000 0.217 0.349 0.290 0.144
013500 0.210 0.346 0.299 0.145
014000 0.207 0.355 0.300 0.138
014500 0.205 0.365 0.295 0.135
015000 0.243 0.370 0.256 0.131
015500 0.257 0.360 0.240 0.142
016000 0.269 0.349 0.239 0.142
016500 0.266 0.330 0.239 0.165
017000 0.272 0.325 0.240 0.164
017500 0.255 0.316 0.257 0.172
018000 0.224 0.327 0.286 0.164
018500 0.228 0.352 0.284 0.136
019000 0.247 0.358 0.259 0.136
019500 0.239 0.356 0.268 0.138
020000 0.222 0.349 0.288 0.141
020500 0.246 0.359 0.255 0.140
021000 0.250 0.353 0.261 0.136
021500 0.248 0.362 0.260 0.130
022000 0.244 0.370 0.254 0.132
022500 0.241 0.364 0.259 0.137
023000 0.255 0.354 0.249 0.142
023500 0.239 0.347 0.261 0.153
024000 0.227 0.326 0.284 0.163
024500 0.221 0.316 0.287 0.176
025000 0.215 0.311 0.296 0.179
025500 0.211 0.318 0.302 0.169
026000 0.191 0.348 0.306 0.154
026500 0.211 0.325 0.295 0.169
027000 0.194 0.320 0.309 0.177
027500 0.190 0.313 0.313 0.184
028000 0.186 0.315 0.317 0.183
028500 0.196 0.339 0.314 0.151
029000 0.208 0.364 0.295 0.133
029500 0.224 0.380 0.281 0.115
030000 0.251 0.399 0.251 0.099
030500 0.286 0.390 0.216 0.107
031000 0.293 0.387 0.209 0.111
031500 0.281 0.371 0.213 0.135
032000 0.268 0.352 0.236 0.143
032500 0.270 0.348 0.240 0.142
033000 0.255 0.344 0.255 0.145
033500 0.232 0.328 0.277 0.163
034000 0.227 0.325 0.282 0.166
034500 0.229 0.347 0.279 0.145
035000 0.244 0.359 0.261 0.136
035500 0.239 0.363 0.267 0.131
036000 0.249 0.362 0.253 0.137
036500 0.242 0.369 0.258 0.131
037000 0.226 0.356 0.279 0.139
037500 0.223 0.351 0.282 0.143
038000 0.244 0.379 0.253 0.124
038500 0.243 0.374 0.256 0.126
039000 0.261 0.367 0.250 0.123
039500 0.246 0.356 0.255 0.143
040000 0.237 0.333 0.279 0.150
040500 0.254 0.347 0.253 0.147
041000 0.228 0.346 0.281 0.145
041500 0.225 0.359 0.275 0.141
042000 0.219 0.356 0.280 0.145
042500 0.223 0.355 0.275 0.147
043000 0.232 0.342 0.279 0.148
043500 0.227 0.364 0.271 0.138
044000 0.216 0.356 0.286 0.142
044500 0.226 0.356 0.279 0.139
045000 0.235 0.365 0.269 0.131
045500 0.240 0.370 0.261 0.128
046000 0.235 0.365 0.269 0.130
046500 0.239 0.379 0.265 0.118
047000 0.258 0.368 0.251 0.122
047500 0.243 0.352 0.265 0.140
048000 0.225 0.359 0.282 0.134
048500 0.238 0.369 0.262 0.131
049000 0.229 0.346 0.275 0.149
049500 0.235 0.362 0.271 0.132
050000 0.244 0.372 0.261 0.123
050500 0.267 0.353 0.250 0.129
051000 0.240 0.364 0.262 0.134
051500 0.240 0.345 0.270 0.145
052000 0.239 0.354 0.262 0.145
052500 0.226 0.340 0.279 0.155
053000 0.219 0.348 0.288 0.145
053500 0.220 0.368 0.287 0.125
054000 0.225 0.370 0.274 0.131
054500 0.249 0.353 0.265 0.134
055000 0.241 0.374 0.249 0.136
055500 0.267 0.374 0.238 0.120
