000000 0.100 0.400 0.100 0.400
000500 0.083 0.456 0.000 0.462
001000 0.083 0.456 0.000 0.461
001500 0.083 0.457 0.000 0.460
002000 0.083 0.458 0.000 0.460
002500 0.083 0.459 0.000 0.459
003000 0.083 0.458 0.000 0.459
003500 0.083 0.458 0.000 0.459
004000 0.083 0.458 0.000 0.459
004500 0.083 0.458 0.000 0.459
005000 0.083 0.458 0.000 0.459
005500 0.083 0.458 0.000 0.459
006000 0.083 0.458 0.000 0.459
006500 0.083 0.458 0.000 0.459
007000 0.083 0.458 0.000 0.459
007500 0.083 0.458 0.000 0.459
008000 0.083 0.458 0.000 0.459
008500 0.083 0.458 0.000 0.459
009000 0.083 0.458 0.000 0.459
009500 0.083 0.458 0.000 0.459
010000 0.083 0.458 0.000 0.459
