000000 0.250 0.250 0.250 0.250
000500 0.197 0.393 0.000 0.410
001000 0.197 0.392 0.000 0.411
001500 0.197 0.394 0.000 0.409
002000 0.197 0.394 0.000 0.409
002500 0.197 0.393 0.000 0.410
003000 0.197 0.394 0.000 0.409
003500 0.197 0.395 0.000 0.408
004000 0.197 0.396 0.000 0.406
004500 0.197 0.397 0.000 0.406
005000 0.197 0.397 0.000 0.406
005500 0.197 0.396 0.000 0.407
006000 0.197 0.396 0.000 0.407
006500 0.197 0.397 0.000 0.406
007000 0.197 0.397 0.000 0.406
007500 0.197 0.397 0.000 0.406
008000 0.197 0.397 0.000 0.406
008500 0.197 0.396 0.000 0.407
009000 0.197 0.397 0.000 0.406
009500 0.197 0.397 0.000 0.406
010000 0.197 0.397 0.000 0.406
